"","SCC","Data.Category","Short.Name","EI.Sector","Option.Group","Option.Set","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four","Map.To","Last.Inventory.Year","Created_Date","Revised_Date","Usage.Notes"
"10128","40700802","Point","Organic Chem Storage - Fixed Roof Tanks - N-Butyl Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","N-Butyl Alcohol: Working Loss",NA,NA,"","",""
"10129","40700803","Point","Organic Chem Storage - Fixed Roof Tanks - Sec-Butyl Alcohol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Sec-Butyl Alcohol: Breathing Loss",NA,NA,"","",""
"10130","40700804","Point","Organic Chem Storage - Fixed Roof Tanks - Sec-Butyl Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Sec-Butyl Alcohol: Working Loss",NA,NA,"","",""
"10131","40700805","Point","Organic Chem Storage - Fixed Roof Tanks - Tert-Butyl Alcohol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Tert-Butyl Alcohol: Breathing Loss",NA,NA,"","",""
"10132","40700806","Point","Organic Chem Storage - Fixed Roof Tanks - Tert-Butyl Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Tert-Butyl Alcohol: Working Loss",NA,NA,"","",""
"10133","40700807","Point","Organic Chem Storage - Fixed Roof Tanks - Cyclohexanol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Cyclohexanol: Breathing Loss",NA,NA,"","",""
"10134","40700808","Point","Organic Chem Storage - Fixed Roof Tanks - Cyclohexanol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Cyclohexanol: Working Loss",NA,NA,"","",""
"10135","40700809","Point","Organic Chem Storage - Fixed Roof Tanks - Ethyl Alcohol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Ethyl Alcohol: Breathing Loss",NA,NA,"","",""
"10136","40700810","Point","Organic Chem Storage - Fixed Roof Tanks - Ethyl Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Ethyl Alcohol: Working Loss",NA,NA,"","",""
"10137","40700811","Point","Organic Chem Storage - Fixed Roof Tanks - Isobutyl Alcohol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Isobutyl Alcohol: Breathing Loss",NA,NA,"","",""
"10138","40700812","Point","Organic Chem Storage - Fixed Roof Tanks - Isobutyl Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Isobutyl Alcohol: Working Loss",NA,NA,"","",""
"10139","40700813","Point","Organic Chem Storage - Fixed Roof Tanks - Isopropyl Alcohol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Isopropyl Alcohol: Breathing Loss",NA,NA,"","",""
"10140","40700814","Point","Organic Chem Storage - Fixed Roof Tanks - Isopropyl Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Isopropyl Alcohol: Working Loss",NA,NA,"","",""
"10141","40700815","Point","Organic Chem Storage - Fixed Roof Tanks - Methyl Alcohol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Methyl Alcohol: Breathing Loss",NA,NA,"","",""
"10142","40700816","Point","Organic Chem Storage - Fixed Roof Tanks - Methyl Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Methyl Alcohol: Working Loss",NA,NA,"","",""
"10143","40700817","Point","Organic Chem Storage - Fixed Roof Tanks - N-Propyl Alcohol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","N-Propyl Alcohol: Breathing Loss",NA,NA,"","",""
"10144","40700818","Point","Organic Chem Storage - Fixed Roof Tanks - N-Propyl Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","N-Propyl Alcohol: Working Loss",NA,NA,"","",""
"10145","40700819","Point","Organic Chem Storage - Fixed Roof Tanks - Xylol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Xylol: Breathing Loss",NA,NA,"","",""
"10146","40700820","Point","Organic Chem Storage - Fixed Roof Tanks - Xylol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Xylol: Working Loss",NA,NA,"","",""
"10147","40700897","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Alcohol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Specify Alcohol: Breathing Loss",NA,NA,"","",""
"10148","40700898","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Alcohol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alcohols","Specify Alcohol: Working Loss",NA,NA,"","",""
"10149","40701601","Point","Organic Chem Storage - Fixed Roof Tanks - N-Decane: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","N-Decane: Breathing Loss",NA,NA,"","",""
"10150","40701602","Point","Organic Chem Storage - Fixed Roof Tanks - N-Decane: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","N-Decane: Working Loss",NA,NA,"","",""
"10151","40701603","Point","Organic Chem Storage - Fixed Roof Tanks - N-Dodecane: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","N-Dodecane: Breathing Loss",NA,NA,"","",""
"10152","40701604","Point","Organic Chem Storage - Fixed Roof Tanks - N-Dodecane: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","N-Dodecane: Working Loss",NA,NA,"","",""
"10153","40701605","Point","Organic Chem Storage - Fixed Roof Tanks - N-Heptane: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","N-Heptane: Breathing Loss",NA,NA,"","",""
"10154","40701606","Point","Organic Chem Storage - Fixed Roof Tanks - N-Heptane: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","N-Heptane: Working Loss",NA,NA,"","",""
"10155","40701607","Point","Organic Chem Storage - Fixed Roof Tanks - Isopentane: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Isopentane: Breathing Loss",NA,NA,"","",""
"10156","40701608","Point","Organic Chem Storage - Fixed Roof Tanks - Isopentane: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Isopentane: Working Loss",NA,NA,"","",""
"10157","40701609","Point","Organic Chem Storage - Fixed Roof Tanks - Pentadecane: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Pentadecane: Breathing Loss",NA,NA,"","",""
"10158","40701610","Point","Organic Chem Storage - Fixed Roof Tanks - Pentadecane: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Pentadecane: Working Loss",NA,NA,"","",""
"10159","40701611","Point","Organic Chem Storage - Fixed Roof Tanks - Naphtha: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Naphtha: Breathing Loss",NA,NA,"","",""
"10160","40701612","Point","Organic Chem Storage - Fixed Roof Tanks - Naphtha: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Naphtha: Working Loss",NA,NA,"","",""
"10161","40701613","Point","Organic Chem Storage - Fixed Roof Tanks - Petroleum Distillate: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Petroleum Distillate: Breathing Loss",NA,NA,"","",""
"10162","40701614","Point","Organic Chem Storage - Fixed Roof Tanks - Petroleum Distillate: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Petroleum Distillate: Working Loss",NA,NA,"","",""
"10163","40701615","Point","Organic Chem Storage - Fixed Roof Tanks - Hexane: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Hexane: Breathing Loss",NA,NA,"","",""
"10164","40701616","Point","Organic Chem Storage - Fixed Roof Tanks - Hexane: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Hexane: Working Loss",NA,NA,"","",""
"10165","40701697","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Alkane: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Specify Alkane: Breathing Loss",NA,NA,"","",""
"10166","40701698","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Alkane: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkanes (Paraffins)","Specify Alkane: Working Loss",NA,NA,"","",""
"10167","40702001","Point","Organic Chem Storage - Fixed Roof Tanks - Dodecene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkenes (Olefins)","Dodecene: Breathing Loss",NA,NA,"","",""
"10168","40702002","Point","Organic Chem Storage - Fixed Roof Tanks - Dodecene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkenes (Olefins)","Dodecene: Working Loss",NA,NA,"","",""
"10169","40702003","Point","Organic Chem Storage - Fixed Roof Tanks - Heptenes - General: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkenes (Olefins)","Heptenes - General: Breathing Loss",NA,NA,"","",""
"10170","40702004","Point","Organic Chem Storage - Fixed Roof Tanks - Heptenes - General: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkenes (Olefins)","Heptenes - General: Working Loss",NA,NA,"","",""
"10171","40702097","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Olefin: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkenes (Olefins)","Specify Olefin: Breathing Loss",NA,NA,"","",""
"10172","40702098","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Olefin: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Alkenes (Olefins)","Specify Olefin: Working Loss",NA,NA,"","",""
"10173","40702801","Point","Organic Chem Storage - Fixed Roof Tanks - Dimethylformamide: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amides","Dimethylformamide: Breathing Loss",NA,NA,"","",""
"10174","40702802","Point","Organic Chem Storage - Fixed Roof Tanks - Dimethylformamide: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amides","Dimethylformamide: Working Loss",NA,NA,"","",""
"10175","40703201","Point","Organic Chem Storage - Fixed Roof Tanks - Aniline: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Aniline: Breathing Loss",NA,NA,"","",""
"10176","40703202","Point","Organic Chem Storage - Fixed Roof Tanks - Aniline: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Aniline: Working Loss",NA,NA,"","",""
"10177","40703203","Point","Organic Chem Storage - Fixed Roof Tanks - Ethanolamines: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Ethanolamines: Breathing Loss",NA,NA,"","",""
"10178","40703204","Point","Organic Chem Storage - Fixed Roof Tanks - Ethanolamines: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Ethanolamines: Working Loss",NA,NA,"","",""
"10179","40703205","Point","Organic Chem Storage - Fixed Roof Tanks - Ethyleneamines: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Ethyleneamines: Breathing Loss",NA,NA,"","",""
"10180","40703206","Point","Organic Chem Storage - Fixed Roof Tanks - Ethyleneamines: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Ethyleneamines: Working Loss",NA,NA,"","",""
"10181","40703207","Point","Organic Chem Storage - Fixed Roof Tanks - Monoethanolamine: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Monoethanolamine: Breathing Loss",NA,NA,"","",""
"10182","40703208","Point","Organic Chem Storage - Fixed Roof Tanks - Monoethanolamine: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Monoethanolamine: Working Loss",NA,NA,"","",""
"10183","40703209","Point","Organic Chem Storage - Fixed Roof Tanks - Hexamine: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Hexamine: Breathing Loss",NA,NA,"","",""
"10184","40703210","Point","Organic Chem Storage - Fixed Roof Tanks - Hexamine: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Hexamine: Working Loss",NA,NA,"","",""
"10185","40703211","Point","Organic Chem Storage - Fixed Roof Tanks - Ethylenediamine: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Ethylenediamine: Breathing Loss",NA,NA,"","",""
"10186","40703212","Point","Organic Chem Storage - Fixed Roof Tanks - Ethylenediamine: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Ethylenediamine: Working Loss",NA,NA,"","",""
"10187","40703297","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Amine: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Specify Amine: Breathing Loss",NA,NA,"","",""
"10188","40703298","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Amine: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Amines","Specify Amine: Working Loss",NA,NA,"","",""
"10189","40703601","Point","Organic Chem Storage - Fixed Roof Tanks - Benzene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Benzene: Breathing Loss",NA,NA,"","",""
"10190","40703602","Point","Organic Chem Storage - Fixed Roof Tanks - Benzene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Benzene: Working Loss",NA,NA,"","",""
"10191","40703603","Point","Organic Chem Storage - Fixed Roof Tanks - Cresol: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Cresol: Breathing Loss",NA,NA,"","",""
"10192","40703604","Point","Organic Chem Storage - Fixed Roof Tanks - Cresol: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Cresol: Working Loss",NA,NA,"","",""
"10193","40703605","Point","Organic Chem Storage - Fixed Roof Tanks - Cumene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Cumene: Breathing Loss",NA,NA,"","",""
"10194","40703606","Point","Organic Chem Storage - Fixed Roof Tanks - Cumene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Cumene: Working Loss",NA,NA,"","",""
"10195","40703607","Point","Organic Chem Storage - Fixed Roof Tanks - Diisopropyl Benzene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Diisopropyl Benzene: Breathing Loss",NA,NA,"","",""
"10196","40703608","Point","Organic Chem Storage - Fixed Roof Tanks - Diisopropyl Benzene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Diisopropyl Benzene: Working Loss",NA,NA,"","",""
"10197","40703609","Point","Organic Chem Storage - Fixed Roof Tanks - Ethyl Benzene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Ethyl Benzene: Breathing Loss",NA,NA,"","",""
"10198","40703610","Point","Organic Chem Storage - Fixed Roof Tanks - Ethyl Benzene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Ethyl Benzene: Working Loss",NA,NA,"","",""
"10199","40703611","Point","Organic Chem Storage - Fixed Roof Tanks - Methyl Styrene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Methyl Styrene: Breathing Loss",NA,NA,"","",""
"10200","40703612","Point","Organic Chem Storage - Fixed Roof Tanks - Methyl Styrene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Methyl Styrene: Working Loss",NA,NA,"","",""
"10201","40703613","Point","Organic Chem Storage - Fixed Roof Tanks - Styrene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Styrene: Breathing Loss",NA,NA,"","",""
"10202","40703614","Point","Organic Chem Storage - Fixed Roof Tanks - Styrene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Styrene: Working Loss",NA,NA,"","",""
"10203","40703615","Point","Organic Chem Storage - Fixed Roof Tanks - Toluene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Toluene: Breathing Loss",NA,NA,"","",""
"10204","40703616","Point","Organic Chem Storage - Fixed Roof Tanks - Toluene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Toluene: Working Loss",NA,NA,"","",""
"10205","40703617","Point","Organic Chem Storage - Fixed Roof Tanks - m-Xylene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","m-Xylene: Breathing Loss",NA,NA,"","",""
"10206","40703618","Point","Organic Chem Storage - Fixed Roof Tanks - m-Xylene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","m-Xylene: Working Loss",NA,NA,"","",""
"10207","40703619","Point","Organic Chem Storage - Fixed Roof Tanks - o-Xylene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","o-Xylene: Breathing Loss",NA,NA,"","",""
"10208","40703620","Point","Organic Chem Storage - Fixed Roof Tanks - o-Xylene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","o-Xylene: Working Loss",NA,NA,"","",""
"10209","40703621","Point","Organic Chem Storage - Fixed Roof Tanks - p-Xylene: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","p-Xylene: Breathing Loss",NA,NA,"","",""
"10210","40703622","Point","Organic Chem Storage - Fixed Roof Tanks - p-Xylene: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","p-Xylene: Working Loss",NA,NA,"","",""
"10211","40703623","Point","Organic Chem Storage - Fixed Roof Tanks - Xylenes, Mixed: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Xylenes, Mixed: Breathing Loss",NA,NA,"","",""
"10212","40703624","Point","Organic Chem Storage - Fixed Roof Tanks - Xylenes, Mixed: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Xylenes, Mixed: Working Loss",NA,NA,"","",""
"10213","40703625","Point","Organic Chem Storage - Fixed Roof Tanks - Creosote: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Creosote: Breathing Loss",NA,NA,"","",""
"10214","40703626","Point","Organic Chem Storage - Fixed Roof Tanks - Creosote: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Creosote: Working Loss",NA,NA,"","",""
"10215","40703697","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Aromatic: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Specify Aromatic: Breathing Loss",NA,NA,"","",""
"10216","40703698","Point","Organic Chem Storage - Fixed Roof Tanks - Specify Aromatic: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Aromatics","Specify Aromatic: Working Loss",NA,NA,"","",""
"10217","40704001","Point","Organic Chem Storage - Fixed Roof Tanks - Acetic Acid: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Acetic Acid: Breathing Loss",NA,NA,"","",""
"10218","40704002","Point","Organic Chem Storage - Fixed Roof Tanks - Acetic Acid: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Acetic Acid: Working Loss",NA,NA,"","",""
"10219","40704003","Point","Organic Chem Storage - Fixed Roof Tanks - Acrylic Acid: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Acrylic Acid: Breathing Loss",NA,NA,"","",""
"10220","40704004","Point","Organic Chem Storage - Fixed Roof Tanks - Acrylic Acid: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Acrylic Acid: Working Loss",NA,NA,"","",""
"10221","40704005","Point","Organic Chem Storage - Fixed Roof Tanks - Adipic Acid (Soln): Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Adipic Acid (Soln): Breathing Loss",NA,NA,"","",""
"10222","40704006","Point","Organic Chem Storage - Fixed Roof Tanks - Adipic Acid (Soln): Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Adipic Acid (Soln): Working Loss",NA,NA,"","",""
"10223","40704007","Point","Organic Chem Storage - Fixed Roof Tanks - Formic Acid: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Formic Acid: Breathing Loss",NA,NA,"","",""
"10224","40704008","Point","Organic Chem Storage - Fixed Roof Tanks - Formic Acid: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Formic Acid: Working Loss",NA,NA,"","",""
"10225","40704009","Point","Organic Chem Storage - Fixed Roof Tanks - Propionic Acid: Breathing Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Propionic Acid: Breathing Loss",NA,NA,"","",""
"10226","40704010","Point","Organic Chem Storage - Fixed Roof Tanks - Propionic Acid: Working Loss","Industrial Processes - Storage and Transfer","","","Petroleum and Solvent Evaporation","Organic Chemical Storage","Fixed Roof Tanks - Carboxylic Acids","Propionic Acid: Working Loss",NA,NA,"","",""
